Type	chromsome	Start	End	q-value	G-score	average amplitude	frequency
Amp	22	40432500	41572500	0	0	0.21629	0.5
Amp	22	41577500	41612500	0	0.090254	0.286983	0.583333
Amp	22	41617500	42027500	0.15657	0.245172	0.402954	0.583333
Amp	22	42032500	42297500	0	0.090254	0.297337	0.583333
Amp	22	42302500	42352500	0.097697	0.188098	0.374983	0.583333
Amp	22	42357500	42667500	0	0.090254	0.308277	0.583333
Amp	22	42672500	42837500	0.133141	0.207893	0.391053	0.583333
Amp	22	42842500	43312500	0	0.090254	0.310852	0.583333
Amp	22	43317500	43402500	0	0	0.24932	0.583333
Amp	22	43407500	43937500	0	0.11763	0.329516	0.583333
Amp	22	43942500	44207500	0	0	0.244137	0.5
Amp	22	44212500	44852500	0	0.084678	0.30705	0.583333
Amp	22	44857500	44912500	0	0	0.234343	0.583333
Amp	22	44917500	45497500	0	0.110818	0.324871	0.583333
Amp	22	45502500	45587500	0	0	0.238354	0.583333
Amp	22	45592500	45737500	0	0.113107	0.326432	0.583333
Amp	22	45742500	45807500	0	0	0.244137	0.5
Amp	22	45812500	46052500	0	0.079026	0.303197	0.583333
Amp	22	46057500	46247500	0	0	0.244137	0.5
Amp	22	46252500	46337500	0.010686	0.149919	0.355562	0.583333
Amp	22	46342500	46507500	0.169382	0.298572	0.456908	0.583333
Amp	22	46512500	46547500	0.154842	0.212864	0.394442	0.583333
Amp	22	46552500	50152500	0	0.064211	0.287551	0.583333
Amp	22	50157500	51157500	0.097697	0.179735	0.366719	0.583333
Amp	22	51162500	51242500	0	0.064211	0.287959	0.583333
Amp	23	62500	357500	0.471206	0.592989	0.971242	0.416667
Amp	23	362500	397500	0.451188	0.483453	0.79966	0.416667
Amp	23	402500	422500	0.169382	0.297021	0.621717	0.416667
Amp	23	427500	2477500	0.039341	0.166231	0.606744	0.333333
Amp	23	2482500	10087500	0	0	0.515915	0.333333
Amp	23	10092500	10202500	0	0.058223	0.585379	0.333333
Amp	23	10207500	11957500	0	0	0.437884	0.25
Amp	23	11962500	15447500	0	0.022144	0.47311	0.25
Amp	23	15452500	15552500	0	0.119912	0.628637	0.25
Amp	23	15557500	37972500	0	0	0.406278	0.25
Amp	23	37977500	39157500	0	0.103645	0.613267	0.333333
Amp	23	39162500	40047500	0.15657	0.241758	0.778047	0.333333
Amp	23	40052500	41102500	0	0.103645	0.606292	0.333333
Amp	23	41107500	41197500	0.15657	0.242871	0.805093	0.333333
Amp	23	41202500	41362500	0	0.139226	0.678933	0.333333
Amp	23	41367500	46422500	0	0.02231	0.539442	0.333333
Amp	23	46427500	47027500	0	0.059954	0.591575	0.333333
Amp	23	47032500	47102500	0.133141	0.208311	0.768577	0.333333
Amp	23	47107500	48732500	0	0.059954	0.586858	0.333333
Amp	23	48737500	48877500	0.471206	0.530706	1.148502	0.333333
Amp	23	48882500	49167500	0	0.145312	0.688697	0.333333
Amp	23	49172500	49727500	0	0.02231	0.53515	0.333333
Amp	23	49732500	63397500	0	0	0.508533	0.333333
Amp	23	63402500	63442500	0	0.072526	0.741148	0.25
Amp	23	63447500	67857500	0	0	0.559655	0.25
Amp	23	67862500	68037500	0	0.079461	0.757503	0.25
Amp	23	68042500	68652500	0.097697	0.181734	0.920196	0.25
Amp	23	68657500	68707500	0	0.029001	0.677231	0.25
Amp	23	68712500	68777500	0.077169	0.169042	0.900005	0.25
Amp	23	68782500	69237500	0	0.029001	0.675519	0.25
Amp	23	69242500	69287500	0.010686	0.153595	0.873721	0.25
Amp	23	69292500	71362500	0	0.029001	0.671908	0.25
Amp	23	71367500	99527500	0	0	0.565195	0.25
Amp	23	99532500	99787500	0	0.036953	0.652472	0.25
Amp	23	99792500	106952500	0	0	0.593688	0.25
Amp	23	106957500	109647500	0	0.030027	0.589243	0.333333
Amp	23	109652500	109702500	0	0.12546	0.703102	0.333333
Amp	23	109707500	114892500	0	0	0.525387	0.333333
Amp	23	114897500	114952500	0.077169	0.174303	0.736614	0.333333
Amp	23	114957500	115017500	0.169382	0.294714	1.012664	0.25
Amp	23	115022500	115037500	0	0.120411	0.693869	0.333333
Amp	23	115042500	150857500	0	0	0.533319	0.333333
Amp	23	150862500	150912500	0	0.121309	0.718499	0.333333
Amp	23	150917500	151467500	0	0	0.573769	0.333333
Amp	23	151472500	152057500	0	0.108026	0.562122	0.416667
Amp	23	152062500	152637500	0.133141	0.206809	0.656407	0.416667
Amp	23	152642500	152707500	0.362576	0.379405	0.836335	0.416667
Amp	23	152712500	153247500	0.451188	0.499999	0.970679	0.416667
Amp	23	153252500	153902500	0.362576	0.379405	0.855577	0.416667
Amp	23	153907500	154047500	0.133141	0.206809	0.69084	0.416667
Amp	23	154052500	155057500	0	0.108026	0.574836	0.416667
Amp	23	155062500	155262500	0.154842	0.214513	0.676474	0.416667
Del	1	7500	127500	0.094047	0.21653	0.305389	0.333333
Del	1	132500	317500	0.094047	0.180442	0.344277	0.25
Del	1	322500	332500	0	0.090221	0.259782	0.166667
Del	1	337500	372500	0.094047	0.207508	0.286592	0.25
Del	1	377500	652500	0.094047	0.270662	0.241585	0.416667
Del	1	657500	847500	0.094047	0.225552	0.44458	0.25
Del	1	852500	952500	0.094047	0.153375	0.454997	0.166667
Del	1	957500	992500	0.094047	0.144353	0.454997	0.166667
Del	1	997500	1012500	0.094047	0.153375	0.454997	0.166667
Del	1	1017500	1052500	0.094047	0.144353	0.454997	0.166667
Del	1	1057500	1122500	0.094047	0.153375	0.454997	0.166667
Del	1	1127500	1132500	0.094047	0.144353	0.454997	0.166667
Del	1	1137500	1407500	0.094047	0.153375	0.454997	0.166667
Del	1	1412500	1432500	0.094047	0.144353	0.454997	0.166667
Del	1	1437500	1477500	0.094047	0.153375	0.454997	0.166667
Del	1	1482500	1512500	0.094047	0.144353	0.454997	0.166667
Del	1	1517500	1572500	0.094047	0.153375	0.454997	0.166667
Del	1	1577500	1587500	0.094047	0.135331	0.454997	0.166667
Del	1	1592500	1622500	0.094047	0.144353	0.454997	0.166667
Del	1	1627500	1692500	0.094047	0.153375	0.454997	0.166667
Del	1	1697500	1712500	0.094047	0.144353	0.454997	0.166667
Del	1	1717500	1827500	0.094047	0.135331	0.454997	0.166667
Del	1	1832500	1877500	0.094047	0.153375	0.454997	0.166667
Del	1	1882500	1937500	0.094047	0.144353	0.454997	0.166667
Del	1	1942500	1972500	0.094047	0.153375	0.454997	0.166667
Del	1	1977500	2027500	0.092242	0.135331	0.454997	0.166667
Del	1	2032500	2112500	0.094047	0.144353	0.454997	0.166667
Del	1	2117500	2127500	0.094047	0.153375	0.454997	0.166667
Del	1	2132500	2272500	0.094047	0.144353	0.454997	0.166667
Del	1	2277500	2287500	0.094047	0.153375	0.454997	0.166667
Del	1	2292500	2317500	0.094047	0.144353	0.454997	0.166667
Del	1	2322500	2402500	0.094047	0.153375	0.454997	0.166667
Del	1	2407500	2432500	0.094047	0.144353	0.454997	0.166667
Del	1	2437500	2527500	0.094047	0.153375	0.454997	0.166667
Del	1	2532500	2567500	0.094047	0.144353	0.454997	0.166667
Del	1	2572500	2987500	0.094047	0.207508	0.454997	0.166667
Del	1	2992500	3037500	0.094047	0.189464	0.403188	0.25
Del	1	3042500	3047500	0.094047	0.207508	0.403188	0.25
Del	1	3052500	3357500	0.094047	0.189464	0.403188	0.25
Del	1	3362500	6762500	0.094047	0.207508	0.403188	0.25
Del	1	6767500	6952500	0.094047	0.26164	0.403188	0.25
Del	1	6957500	7822500	0.094047	0.198486	0.558876	0.25
Del	1	7827500	7842500	0.094047	0.234574	0.473251	0.25
Del	1	7847500	7902500	0.094047	0.225552	0.473251	0.25
Del	1	7907500	8912500	0.094047	0.234574	0.473251	0.25
Del	1	8917500	8997500	0.094047	0.153375	0.454997	0.166667
Del	1	9002500	9037500	0.094047	0.144353	0.454997	0.166667
Del	1	9042500	9087500	0.094047	0.153375	0.454997	0.166667
Del	1	9092500	9192500	0.094047	0.144353	0.454997	0.166667
Del	1	9197500	9287500	0.094047	0.153375	0.454997	0.166667
Del	1	9292500	9642500	0.094047	0.144353	0.454997	0.166667
Del	1	9647500	9667500	0.094047	0.153375	0.454997	0.166667
Del	1	9672500	9707500	0.094047	0.144353	0.454997	0.166667
Del	1	9712500	9717500	0.094047	0.153375	0.454997	0.166667
Del	1	9722500	9792500	0.094047	0.144353	0.454997	0.166667
Del	1	9797500	9887500	0.094047	0.135331	0.454997	0.166667
Del	1	9892500	9972500	0.094047	0.144353	0.454997	0.166667
Del	1	9977500	10007500	0.094047	0.153375	0.454997	0.166667
Del	1	10012500	10047500	0.094047	0.144353	0.454997	0.166667
Del	1	10052500	10087500	0.094047	0.153375	0.454997	0.166667
Del	1	10092500	10282500	0.091423	0.135331	0.454997	0.166667
Del	1	10287500	10292500	0.094047	0.153375	0.454997	0.166667
Del	1	10297500	10442500	0.094047	0.135331	0.454997	0.166667
Del	1	10447500	10537500	0.094047	0.153375	0.454997	0.166667
Del	1	10542500	10857500	0.090026	0.135331	0.454997	0.166667
Del	1	10862500	11042500	0.094047	0.144353	0.454997	0.166667
Del	1	11047500	11122500	0.094047	0.153375	0.454997	0.166667
Del	1	11127500	11162500	0.094047	0.144353	0.454997	0.166667
Del	1	11167500	11242500	0.089234	0.135331	0.454997	0.166667
Del	1	11247500	11257500	0.094047	0.153375	0.454997	0.166667
Del	1	11262500	11327500	0.089234	0.135331	0.454997	0.166667
Del	1	11332500	11532500	0.094047	0.153375	0.454997	0.166667
Del	1	11537500	11602500	0.094047	0.144353	0.454997	0.166667
Del	1	11607500	11752500	0.094047	0.153375	0.454997	0.166667
Del	1	11757500	11782500	0.094047	0.144353	0.454997	0.166667
Del	1	11787500	11867500	0.094047	0.153375	0.454997	0.166667
Del	1	11872500	11892500	0.094047	0.144353	0.454997	0.166667
Del	1	11897500	11987500	0.094047	0.153375	0.454997	0.166667
Del	1	11992500	12072500	0.094047	0.144353	0.454997	0.166667
Del	1	12077500	12117500	0.094047	0.153375	0.454997	0.166667
Del	1	12122500	12177500	0.094047	0.144353	0.454997	0.166667
Del	1	12182500	12217500	0.094047	0.153375	0.454997	0.166667
Del	1	12222500	12242500	0.094047	0.144353	0.454997	0.166667
Del	1	12247500	12252500	0.094047	0.153375	0.454997	0.166667
Del	1	12257500	12282500	0.094047	0.144353	0.454997	0.166667
Del	1	12287500	12557500	0.067254	0.126309	0.454997	0.166667
Del	1	12562500	12567500	0.094047	0.153375	0.454997	0.166667
Del	1	12572500	12572500	0.067254	0.126309	0.454997	0.166667
Del	1	12577500	12682500	0.094047	0.144353	0.454997	0.166667
Del	1	12687500	13792500	0.094047	0.153375	0.454997	0.166667
Del	1	13797500	14017500	0.094047	0.144353	0.437006	0.166667
Del	1	14022500	14067500	0.093047	0.135331	0.437006	0.166667
Del	1	14072500	14117500	0.094047	0.144353	0.437006	0.166667
Del	1	14122500	14917500	0.093577	0.135331	0.437006	0.166667
Del	1	14922500	15242500	0.030996	0.117287	0.437006	0.166667
Del	1	15247500	15397500	0.091423	0.135331	0.437006	0.166667
Del	1	15402500	15432500	0.021572	0.117287	0.437006	0.166667
Del	1	15437500	15567500	0.094047	0.144353	0.437006	0.166667
Del	1	15572500	15727500	0.090821	0.135331	0.437006	0.166667
Del	1	15732500	15822500	0.094047	0.153375	0.437006	0.166667
Del	1	15827500	15892500	0.094047	0.144353	0.437006	0.166667
Del	1	15897500	15937500	0.094047	0.153375	0.437006	0.166667
Del	1	15942500	15977500	0.094047	0.144353	0.437006	0.166667
Del	1	15982500	16002500	0.094047	0.153375	0.437006	0.166667
Del	1	16007500	16057500	0.094047	0.144353	0.437006	0.166667
Del	1	16062500	16077500	0.094047	0.153375	0.437006	0.166667
Del	1	16082500	16082500	0.094047	0.144353	0.437006	0.166667
Del	1	16087500	16102500	0.094047	0.153375	0.437006	0.166667
Del	1	16107500	16117500	0.094047	0.144353	0.437006	0.166667
Del	1	16122500	16177500	0.094047	0.153375	0.437006	0.166667
Del	1	16182500	16262500	0.094047	0.135331	0.437006	0.166667
Del	1	16267500	16307500	0.094047	0.144353	0.437006	0.166667
Del	1	16312500	16442500	0.094047	0.153375	0.437006	0.166667
Del	1	16447500	16487500	0.094047	0.144353	0.437006	0.166667
Del	1	16492500	16567500	0.094047	0.153375	0.437006	0.166667
Del	1	16572500	16682500	0.094047	0.135331	0.437006	0.166667
Del	1	16687500	16757500	0.094047	0.144353	0.437006	0.166667
Del	1	16762500	16787500	0.094047	0.153375	0.437006	0.166667
Del	1	16792500	16822500	0.094047	0.144353	0.437006	0.166667
Del	1	16827500	16882500	0.094047	0.153375	0.437006	0.166667
Del	1	16887500	16937500	0.094047	0.144353	0.437006	0.166667
Del	1	16942500	17012500	0.094047	0.153375	0.437006	0.166667
Del	1	17017500	17047500	0.094047	0.144353	0.437006	0.166667
Del	1	17052500	17242500	0.094047	0.153375	0.437006	0.166667
Del	1	17247500	17292500	0.094047	0.144353	0.437006	0.166667
Del	1	17297500	17312500	0.094047	0.153375	0.437006	0.166667
Del	1	17317500	17857500	0.094047	0.144353	0.437006	0.166667
Del	1	17862500	18027500	0.089234	0.135331	0.437006	0.166667
Del	1	18032500	18427500	0.094047	0.144353	0.437006	0.166667
Del	1	18432500	18707500	0.069383	0.126309	0.437006	0.166667
Del	1	18712500	18947500	0.094047	0.153375	0.437006	0.166667
Del	1	18952500	19077500	0.094047	0.135331	0.437006	0.166667
Del	1	19082500	19227500	0.094047	0.153375	0.437006	0.166667
Del	1	19232500	19392500	0.094047	0.144353	0.437006	0.166667
Del	1	19397500	19537500	0.092242	0.135331	0.437006	0.166667
Del	1	19542500	19572500	0.094047	0.144353	0.437006	0.166667
Del	1	19577500	19657500	0.094047	0.153375	0.437006	0.166667
Del	1	19662500	19812500	0.091423	0.135331	0.437006	0.166667
Del	1	19817500	19962500	0.094047	0.144353	0.437006	0.166667
Del	1	19967500	20007500	0.094047	0.153375	0.437006	0.166667
Del	1	20012500	20127500	0.094047	0.135331	0.437006	0.166667
Del	1	20132500	20202500	0.094047	0.153375	0.437006	0.166667
Del	1	20207500	20237500	0.094047	0.144353	0.437006	0.166667
Del	1	20242500	20387500	0.094047	0.153375	0.437006	0.166667
Del	1	20392500	20422500	0.094047	0.144353	0.437006	0.166667
Del	1	20427500	20607500	0.094047	0.153375	0.437006	0.166667
Del	1	20612500	20757500	0.094047	0.144353	0.437006	0.166667
Del	1	20762500	20907500	0.094047	0.153375	0.437006	0.166667
Del	1	20912500	20947500	0.094047	0.144353	0.437006	0.166667
Del	1	20952500	20992500	0.094047	0.153375	0.437006	0.166667
Del	1	20997500	21037500	0.094047	0.144353	0.437006	0.166667
Del	1	21042500	21062500	0.094047	0.153375	0.437006	0.166667
Del	1	21067500	21127500	0.094047	0.144353	0.437006	0.166667
Del	1	21132500	21262500	0.061752	0.117287	0.437006	0.166667
Del	1	21267500	21307500	0.079055	0.126309	0.437006	0.166667
Del	1	21312500	21317500	0.094047	0.153375	0.437006	0.166667
Del	1	21322500	21502500	0.079055	0.126309	0.437006	0.166667
Del	1	21507500	21507500	0.051601	0.117287	0.437006	0.166667
Del	1	21512500	21612500	0.094047	0.144353	0.437006	0.166667
Del	1	21617500	21627500	0.094047	0.153375	0.437006	0.166667
Del	1	21632500	21672500	0.093047	0.135331	0.437006	0.166667
Del	1	21677500	21997500	0.094047	0.144353	0.437006	0.166667
Del	1	22002500	22047500	0.094047	0.135331	0.437006	0.166667
Del	1	22052500	22112500	0.094047	0.144353	0.437006	0.166667
Del	1	22117500	22152500	0.094047	0.153375	0.437006	0.166667
Del	1	22157500	22267500	0.094047	0.135331	0.437006	0.166667
Del	1	22272500	22372500	0.094047	0.153375	0.437006	0.166667
Del	1	22377500	22932500	0.094047	0.144353	0.422513	0.166667
Del	1	22937500	23027500	0.094047	0.153375	0.422513	0.166667
Del	1	23032500	23037500	0.083315	0.126309	0.422513	0.166667
Del	1	23042500	23047500	0.094047	0.153375	0.422513	0.166667
Del	1	23052500	23182500	0.083315	0.126309	0.422513	0.166667
Del	1	23187500	23192500	0.094047	0.153375	0.422513	0.166667
Del	1	23197500	23242500	0.083315	0.126309	0.422513	0.166667
Del	1	23247500	23342500	0.094047	0.153375	0.422513	0.166667
Del	1	23347500	23362500	0.094047	0.144353	0.422513	0.166667
Del	1	23367500	23372500	0.094047	0.153375	0.422513	0.166667
Del	1	23377500	23412500	0.094047	0.144353	0.422513	0.166667
Del	1	23417500	23497500	0.094047	0.135331	0.422513	0.166667
Del	1	23502500	23522500	0.094047	0.153375	0.422513	0.166667
Del	1	23527500	23677500	0.094047	0.189464	0.422513	0.166667
Del	1	23682500	23702500	0.094047	0.153375	0.422513	0.166667
Del	1	23707500	23862500	0.094047	0.144353	0.422513	0.166667
Del	1	23867500	24162500	0.094047	0.153375	0.422513	0.166667
Del	1	24167500	24242500	0.094047	0.144353	0.422513	0.166667
Del	1	24247500	24377500	0.094047	0.153375	0.422513	0.166667
Del	1	24382500	24517500	0.094047	0.144353	0.422513	0.166667
Del	1	24522500	24637500	0.094047	0.153375	0.422513	0.166667
Del	1	24642500	24802500	0.094047	0.144353	0.422513	0.166667
Del	1	24807500	24832500	0.094047	0.153375	0.422513	0.166667
Del	1	24837500	25062500	0.094047	0.144353	0.422513	0.166667
Del	1	25067500	25172500	0.094047	0.135331	0.422513	0.166667
Del	1	25177500	25292500	0.094047	0.144353	0.422513	0.166667
Del	1	25297500	25577500	0.094047	0.153375	0.422513	0.166667
Del	1	25582500	25657500	0.094047	0.315773	0.422513	0.166667
Del	1	25662500	25937500	0.094047	0.144353	0.423821	0.166667
Del	1	25942500	26112500	0.088446	0.135331	0.423821	0.166667
Del	1	26117500	26162500	0.094047	0.153375	0.423821	0.166667
Del	1	26167500	26182500	0.094047	0.144353	0.423821	0.166667
Del	1	26187500	26202500	0.094047	0.153375	0.423821	0.166667
Del	1	26207500	26217500	0.094047	0.144353	0.423821	0.166667
Del	1	26222500	26277500	0.094047	0.153375	0.423821	0.166667
Del	1	26282500	26327500	0.094047	0.144353	0.423821	0.166667
Del	1	26332500	26552500	0.094047	0.153375	0.423821	0.166667
Del	1	26557500	26597500	0.094047	0.144353	0.423821	0.166667
Del	1	26602500	26612500	0.094047	0.153375	0.423821	0.166667
Del	1	26617500	26637500	0.094047	0.144353	0.423821	0.166667
Del	1	26642500	26647500	0.094047	0.153375	0.423821	0.166667
Del	1	26652500	26682500	0.094047	0.144353	0.423821	0.166667
Del	1	26687500	26757500	0.094047	0.153375	0.423821	0.166667
Del	1	26762500	26792500	0.094047	0.144353	0.423821	0.166667
Del	1	26797500	26847500	0.094047	0.153375	0.423821	0.166667
Del	1	26852500	26872500	0.094047	0.144353	0.423821	0.166667
Del	1	26877500	26882500	0.094047	0.153375	0.423821	0.166667
Del	1	26887500	27017500	0.094047	0.144353	0.423821	0.166667
Del	1	27022500	27107500	0.094047	0.135331	0.423821	0.166667
Del	1	27112500	27147500	0.094047	0.153375	0.423821	0.166667
Del	1	27152500	27182500	0.094047	0.144353	0.423821	0.166667
Del	1	27187500	27242500	0.094047	0.153375	0.423821	0.166667
Del	1	27247500	27267500	0.094047	0.144353	0.423821	0.166667
Del	1	27272500	27417500	0.094047	0.153375	0.423821	0.166667
Del	1	27422500	27637500	0.094047	0.144353	0.423821	0.166667
Del	1	27642500	27722500	0.094047	0.153375	0.423821	0.166667
Del	1	27727500	27817500	0.094047	0.135331	0.423821	0.166667
Del	1	27822500	27932500	0.094047	0.144353	0.423821	0.166667
Del	1	27937500	28042500	0.094047	0.153375	0.423821	0.166667
Del	1	28047500	28152500	0.094047	0.144353	0.423821	0.166667
Del	1	28157500	28162500	0.094047	0.153375	0.423821	0.166667
Del	1	28167500	28182500	0.094047	0.144353	0.423821	0.166667
Del	1	28187500	28252500	0.094047	0.153375	0.423821	0.166667
Del	1	28257500	28277500	0.094047	0.144353	0.423821	0.166667
Del	1	28282500	28287500	0.094047	0.153375	0.423821	0.166667
Del	1	28292500	28417500	0.094047	0.180442	0.423821	0.166667
Del	1	28422500	28467500	0.094047	0.153375	0.423821	0.166667
Del	1	28472500	28557500	0.094047	0.144353	0.423821	0.166667
Del	1	28562500	28577500	0.094047	0.153375	0.423821	0.166667
Del	1	28582500	28612500	0.094047	0.144353	0.423821	0.166667
Del	1	28617500	28687500	0.094047	0.153375	0.423821	0.166667
Del	1	28692500	28757500	0.092242	0.135331	0.423821	0.166667
Del	1	28762500	28822500	0.094047	0.144353	0.423821	0.166667
Del	1	28827500	28872500	0.094047	0.153375	0.423821	0.166667
Del	1	28877500	28897500	0.094047	0.144353	0.423821	0.166667
Del	1	28902500	28922500	0.094047	0.153375	0.423821	0.166667
Del	1	28927500	28967500	0.094047	0.144353	0.423821	0.166667
Del	1	28972500	28987500	0.094047	0.153375	0.423821	0.166667
Del	1	28992500	29207500	0.094047	0.144353	0.423821	0.166667
Del	1	29212500	29232500	0.079055	0.126309	0.423821	0.166667
Del	1	29237500	29392500	0.090821	0.135331	0.423821	0.166667
Del	1	29397500	29437500	0.079055	0.126309	0.423821	0.166667
Del	1	29442500	29467500	0.094047	0.153375	0.423821	0.166667
Del	1	29472500	29557500	0.094047	0.144353	0.423821	0.166667
Del	1	29562500	29657500	0.094047	0.135331	0.423821	0.166667
Del	1	29662500	31212500	0.094047	0.153375	0.423821	0.166667
Del	1	31217500	31397500	0.094047	0.144353	0.416638	0.166667
Del	1	31402500	31402500	0.092242	0.135331	0.416638	0.166667
Del	1	31407500	31422500	0.094047	0.153375	0.416638	0.166667
Del	1	31427500	31432500	0.092242	0.135331	0.416638	0.166667
Del	1	31437500	31442500	0.094047	0.153375	0.416638	0.166667
Del	1	31447500	31452500	0.092242	0.135331	0.416638	0.166667
Del	1	31457500	31462500	0.094047	0.153375	0.416638	0.166667
Del	1	31467500	31542500	0.092242	0.135331	0.416638	0.166667
Del	1	31547500	31832500	0.094047	0.144353	0.416638	0.166667
Del	1	31837500	31872500	0.094047	0.153375	0.416638	0.166667
Del	1	31877500	31912500	0.094047	0.144353	0.416638	0.166667
Del	1	31917500	32112500	0.094047	0.153375	0.416638	0.166667
Del	1	32117500	32217500	0.094047	0.144353	0.416638	0.166667
Del	1	32222500	32227500	0.094047	0.153375	0.416638	0.166667
Del	1	32232500	32282500	0.094047	0.144353	0.416638	0.166667
Del	1	32287500	32387500	0.094047	0.153375	0.416638	0.166667
Del	1	32392500	32637500	0.094047	0.144353	0.416638	0.166667
Del	1	32642500	32717500	0.094047	0.153375	0.416638	0.166667
Del	1	32722500	32732500	0.094047	0.144353	0.416638	0.166667
Del	1	32737500	32752500	0.094047	0.153375	0.416638	0.166667
Del	1	32757500	32792500	0.094047	0.144353	0.416638	0.166667
Del	1	32797500	32832500	0.094047	0.153375	0.416638	0.166667
Del	1	32837500	33222500	0.094047	0.144353	0.416638	0.166667
Del	1	33227500	33242500	0.094047	0.153375	0.416638	0.166667
Del	1	33247500	33322500	0.094047	0.144353	0.416638	0.166667
Del	1	33327500	33392500	0.094047	0.153375	0.416638	0.166667
Del	1	33397500	33792500	0.094047	0.144353	0.416638	0.166667
Del	1	33797500	33802500	0.094047	0.153375	0.416638	0.166667
Del	1	33807500	33842500	0.094047	0.144353	0.416638	0.166667
Del	1	33847500	33972500	0.094047	0.153375	0.416638	0.166667
Del	1	33977500	34317500	0.021572	0.108265	0.416638	0.166667
Del	1	34322500	34352500	0.094047	0.153375	0.416638	0.166667
Del	1	34357500	34627500	0.021572	0.108265	0.416638	0.166667
Del	1	34632500	34687500	0.094047	0.144353	0.416638	0.166667
Del	1	34692500	35327500	0.094047	0.153375	0.416638	0.166667
Del	1	35332500	35372500	0.094047	0.144353	0.416638	0.166667
Del	1	35377500	35452500	0.094047	0.153375	0.416638	0.166667
Del	1	35457500	35582500	0.094047	0.144353	0.416638	0.166667
Del	1	35587500	35727500	0.094047	0.153375	0.416638	0.166667
Del	1	35732500	35892500	0	0.090221	0.515185	0.083333
Del	1	35897500	42992500	0	0.018044	0	0
Del	1	42997500	43117500	0	0.009022	0	0
Del	1	43122500	53462500	0	0.018044	0	0
Del	1	53467500	53472500	0	0.009022	0	0
Del	1	53477500	78027500	0	0.018044	0	0
Del	1	78032500	78152500	0	0.009022	0	0
Del	1	78157500	94022500	0	0.018044	0	0
Del	1	94027500	94052500	0	0.009022	0	0
Del	1	94057500	94067500	0	0.018044	0	0
Del	1	94072500	94147500	0	0.009022	0	0
Del	1	94152500	114927500	0	0.018044	0	0
Del	1	114932500	115057500	0	0.009022	0	0
Del	1	115062500	120937500	0	0.018044	0	0
Del	1	120942500	121317500	0.094047	0.135331	0	0
Del	1	121322500	143157500	0.094047	0.297729	0.405527	0.166667
Del	1	143162500	143677500	0.094047	0.144353	0.386678	0.166667
Del	1	143682500	153767500	0	0.018044	0	0
Del	1	153772500	153892500	0	0.009022	0	0
Del	1	153897500	182987500	0	0.018044	0	0
Del	1	182992500	183117500	0	0.009022	0.216321	0.166667
Del	1	183122500	186022500	0	0.018044	0.216321	0.166667
Del	1	186027500	196717500	0	0.036088	0.216321	0.166667
Del	1	196722500	196847500	0.079341	0.126309	0.249971	0.25
Del	1	196852500	197877500	0	0.036088	0.249971	0.25
Del	1	197882500	200702500	0	0.018044	0.251198	0.166667
Del	1	200707500	200832500	0	0.009022	0.251198	0.166667
Del	1	200837500	202617500	0	0.018044	0.251198	0.166667
Del	1	202622500	202682500	0	0.009022	0.325544	0.083333
Del	1	202687500	203587500	0	0.018044	0.325544	0.083333
Del	1	203592500	203692500	0	0.009022	0.325544	0.083333
Del	1	203697500	203702500	0	0.018044	0.325544	0.083333
Del	1	203707500	203717500	0	0.009022	0.325544	0.083333
Del	1	203722500	212622500	0	0.018044	0.325544	0.083333
Del	1	212627500	213217500	0.090368	0.135331	0.236505	0.166667
Del	1	213222500	213982500	0.055728	0.117287	0.359422	0.25
Del	1	213987500	233812500	0	0.018044	0.236505	0.166667
Del	1	233817500	234432500	0	0.04511	0	0
Del	1	234437500	234442500	0	0.054133	0.293903	0.083333
Del	1	234447500	234462500	0	0.04511	0.293903	0.083333
Del	1	234467500	237197500	0	0.054133	0.293903	0.083333
Del	1	237202500	237997500	0	0.04511	0.293903	0.083333
Del	1	238002500	240247500	0	0.054133	0.293903	0.083333
Del	1	240252500	240642500	0	0.04511	0.293903	0.083333
Del	1	240647500	240932500	0	0.054133	0.293903	0.083333
Del	1	240937500	241287500	0	0.04511	0.293903	0.083333
Del	1	241292500	241297500	0	0.054133	0.293903	0.083333
Del	1	241302500	241522500	0	0.04511	0.293903	0.083333
Del	1	241527500	242242500	0	0.054133	0.293903	0.083333
Del	1	242247500	242692500	0	0.04511	0.293903	0.083333
Del	1	242697500	243667500	0	0.054133	0.293903	0.083333
Del	1	243672500	244007500	0	0.04511	0.293903	0.083333
Del	1	244012500	245312500	0	0.054133	0.293903	0.083333
Del	1	245317500	246672500	0	0.04511	0.293903	0.083333
Del	1	246677500	248727500	0	0.054133	0.293903	0.083333
Del	1	248732500	248792500	0	0.090221	0.293903	0.083333
Del	1	248797500	249242500	0	0.054133	0.293903	0.083333
Del	2	12500	3527500	0	0.018044	0.47997	0.083333
Del	2	3532500	4022500	0.094047	0.189464	0.46117	0.083333
Del	2	4027500	5827500	0.094047	0.198486	0.796987	0.166667
Del	2	5832500	7052500	0	0.018044	0.46117	0.083333
Del	2	7057500	7552500	0.006326	0.108265	0.46117	0.083333
Del	2	7557500	8117500	0	0.018044	0.46117	0.083333
Del	2	8122500	8812500	0	0.090221	0.46117	0.083333
Del	2	8817500	10702500	0	0.018044	0.46117	0.083333
Del	2	10707500	10832500	0	0.009022	0.46117	0.083333
Del	2	10837500	17712500	0	0.018044	0.46117	0.083333
Del	2	17717500	17837500	0	0.009022	0.46117	0.083333
